price,count,add_cost,company,product
63.26,84,9.42,OfficePlus,Mouse Ergo
331.99,90,35.52,AudioMasters,Headphones Studio
750.83,67,38.91,ElectroTech,Smartphone X200
422.74,85,44.06,HomeSystems,"Smart TV 65"""
379.14,89,20.43,AudioMasters,Headphones Studio
163.45,78,24.04,AudioMasters,Headphones Elite
891.07,57,23.42,OfficePlus,Mouse Gaming
894.09,47,58.07,ElectroTech,Smartphone X200
882.33,50,132.32,HomeSystems,"Smart TV 43"""
141.44,107,20.88,AudioMasters,Headphones Elite
52.14,101,3.89,OfficePlus,Mouse Gaming
525.92,89,21.03,HomeSystems,"Smart TV 43"""
715.0,57,32.92,GadgetWorld,Wireless Earbuds Pro
323.7,83,39.46,AudioMasters,Headphones Travel
661.68,61,32.88,OfficePlus,Mouse Ergo
966.75,45,53.67,ElectroTech,Smartphone X201
846.0,46,92.51,ElectroTech,Smartphone X201
717.39,70,48.27,ElectroTech,Smartphone X206
842.62,61,65.95,HomeSystems,"Smart TV 43"""
625.37,81,49.61,GadgetWorld,Wireless Earbuds Lite
597.37,76,47.24,HomeSystems,"Smart TV 55"""
321.8,65,40.81,AudioMasters,Headphones Elite
798.02,69,106.67,HomeSystems,"Smart TV 43"""
973.58,46,143.47,GadgetWorld,Wireless Earbuds Air
749.24,57,93.47,HomeSystems,"Smart TV 55"""
203.66,94,7.06,AudioMasters,Headphones Studio
649.92,78,40.69,HomeSystems,"Smart TV 55"""
188.85,79,26.81,AudioMasters,Headphones Pro
700.19,70,25.83,ElectroTech,Smartphone X200
688.03,71,63.42,ElectroTech,Smartphone X205
952.41,59,63.8,GadgetWorld,Wireless Earbuds Pro
859.36,67,98.7,ElectroTech,Smartphone X203
151.8,108,9.35,OfficePlus,Mouse Gaming
89.71,105,4.68,AudioMasters,Headphones Pro
821.17,57,118.31,ElectroTech,Smartphone X207
691.08,73,25.09,GadgetWorld,Wireless Earbuds Pro
309.11,94,18.75,AudioMasters,Headphones Studio
636.33,72,22.48,GadgetWorld,Wireless Earbuds Air
934.94,47,124.12,OfficePlus,Mouse Ergo
971.49,55,66.61,GadgetWorld,Wireless Earbuds Lite
387.34,75,34.89,AudioMasters,Headphones Elite
651.96,86,44.73,GadgetWorld,Wireless Earbuds Pro
334.52,84,17.66,HomeSystems,"Smart TV 50"""
197.63,87,22.25,HomeSystems,"Smart TV 50"""
490.49,61,41.14,HomeSystems,"Smart TV 65"""
986.96,54,99.2,HomeSystems,"Smart TV 50"""
911.53,47,134.64,HomeSystems,"Smart TV 55"""
685.09,81,35.17,ElectroTech,Smartphone X214
875.92,52,62.5,GadgetWorld,Wireless Earbuds Air
730.81,68,44.7,ElectroTech,Smartphone X205
419.26,76,59.45,HomeSystems,"Smart TV 50"""
777.12,53,31.47,ElectroTech,Smartphone X200
566.65,72,39.29,OfficePlus,Mouse Wireless
309.21,97,35.66,GadgetWorld,Wireless Earbuds Air
355.03,90,14.87,OfficePlus,Mouse Ergo
159.65,87,14.13,AudioMasters,Headphones Studio
911.05,38,30.27,OfficePlus,Mouse Ergo
667.18,65,76.69,GadgetWorld,Wireless Earbuds Lite
674.45,64,17.05,HomeSystems,"Smart TV 65"""
300.65,71,14.0,AudioMasters,Headphones Travel
748.1,49,92.14,ElectroTech,Smartphone X207
41.55,94,5.24,GadgetWorld,Wireless Earbuds Max
335.42,87,28.28,AudioMasters,Headphones Pro
622.67,77,30.73,ElectroTech,Smartphone X208
905.24,66,97.22,OfficePlus,Mouse Compact
324.59,84,10.43,AudioMasters,Headphones Pro
957.01,45,106.01,GadgetWorld,Wireless Earbuds Air
523.43,62,26.82,GadgetWorld,Wireless Earbuds Pro
763.14,65,94.0,HomeSystems,"Smart TV 50"""
931.26,41,64.8,HomeSystems,"Smart TV 43"""
148.31,83,16.39,HomeSystems,"Smart TV 55"""
679.07,67,75.75,OfficePlus,Mouse Ergo
144.18,90,13.5,OfficePlus,Mouse Gaming
473.37,86,57.78,HomeSystems,"Smart TV 32"""
968.71,59,114.2,HomeSystems,"Smart TV 43"""
447.58,87,64.94,GadgetWorld,Wireless Earbuds Max
860.16,53,110.39,ElectroTech,Smartphone X211
537.25,83,80.57,OfficePlus,Mouse Gaming
709.84,63,74.25,OfficePlus,Mouse Wireless
695.46,66,68.85,OfficePlus,Mouse Compact
291.8,75,24.81,GadgetWorld,Wireless Earbuds Lite
595.39,79,17.07,OfficePlus,Mouse Wireless
166.63,76,16.22,AudioMasters,Headphones Travel
721.35,69,88.34,HomeSystems,"Smart TV 50"""
861.21,57,124.35,HomeSystems,"Smart TV 65"""
547.62,65,43.31,OfficePlus,Mouse Wireless
519.53,73,36.05,OfficePlus,Mouse Gaming
150.85,101,3.96,HomeSystems,"Smart TV 50"""
723.9,76,73.8,ElectroTech,Smartphone X202
282.97,64,31.34,GadgetWorld,Wireless Earbuds Max
117.14,101,7.43,AudioMasters,Headphones Pro
71.98,89,6.52,HomeSystems,"Smart TV 65"""
454.7,72,67.32,ElectroTech,Smartphone X213
898.54,67,92.29,GadgetWorld,Wireless Earbuds Air
846.51,63,39.35,GadgetWorld,Wireless Earbuds Air
739.09,58,64.76,ElectroTech,Smartphone X205
561.7,70,31.82,ElectroTech,Smartphone X211
683.56,73,60.11,HomeSystems,"Smart TV 65"""
500.2,73,17.18,OfficePlus,Mouse Gaming
154.0,76,18.38,HomeSystems,"Smart TV 55"""
654.59,57,49.39,ElectroTech,Smartphone X207
563.05,87,55.82,HomeSystems,"Smart TV 55"""
791.23,74,27.79,HomeSystems,"Smart TV 50"""
67.43,94,2.65,HomeSystems,"Smart TV 43"""
369.35,81,15.2,HomeSystems,"Smart TV 55"""
125.64,99,10.48,OfficePlus,Mouse Gaming
629.48,55,91.86,OfficePlus,Mouse Ergo
585.43,62,23.29,HomeSystems,"Smart TV 32"""
739.43,71,78.39,OfficePlus,Mouse Compact
523.36,71,65.1,HomeSystems,"Smart TV 55"""
370.1,85,11.78,AudioMasters,Headphones Travel
571.75,66,37.94,GadgetWorld,Wireless Earbuds Max
614.92,77,45.82,ElectroTech,Smartphone X204
498.07,74,30.33,OfficePlus,Mouse Gaming
863.84,61,25.12,GadgetWorld,Wireless Earbuds Lite
80.31,87,4.42,OfficePlus,Mouse Wireless
801.59,55,72.09,GadgetWorld,Wireless Earbuds Pro
367.54,83,42.72,AudioMasters,Headphones Travel
1120.34,48,83.34,ElectroTech,Smartphone X200
462.52,82,33.78,GadgetWorld,Wireless Earbuds Max
842.31,56,112.93,ElectroTech,Smartphone X209
762.55,81,109.46,ElectroTech,Smartphone X201
996.09,50,43.23,OfficePlus,Mouse Wireless
261.57,99,14.65,AudioMasters,Headphones Travel
237.06,86,5.81,HomeSystems,"Smart TV 43"""
948.1,63,81.19,HomeSystems,"Smart TV 50"""
289.94,86,15.79,OfficePlus,Mouse Compact
109.31,86,12.4,OfficePlus,Mouse Compact
243.22,84,23.33,HomeSystems,"Smart TV 43"""
188.18,90,27.09,AudioMasters,Headphones Studio
900.84,74,127.06,HomeSystems,"Smart TV 50"""
660.69,51,15.4,OfficePlus,Mouse Ergo
124.96,89,3.48,AudioMasters,Headphones Studio
236.8,78,9.16,AudioMasters,Headphones Elite
428.26,73,44.67,GadgetWorld,Wireless Earbuds Max
744.73,70,17.26,ElectroTech,Smartphone X211
52.07,95,3.59,AudioMasters,Headphones Pro
988.2,60,103.03,ElectroTech,Smartphone X209
809.85,63,46.68,HomeSystems,"Smart TV 65"""
848.32,62,74.91,GadgetWorld,Wireless Earbuds Air
884.37,62,53.7,ElectroTech,Smartphone X203
861.36,50,62.44,ElectroTech,Smartphone X213
111.63,87,13.02,AudioMasters,Headphones Studio
899.99,54,74.24,ElectroTech,Smartphone X206
301.8,79,12.33,OfficePlus,Mouse Wireless
50.16,105,5.03,OfficePlus,Mouse Ergo
951.67,49,43.4,ElectroTech,Smartphone X214
927.17,54,77.83,ElectroTech,Smartphone X205
808.03,49,99.35,GadgetWorld,Wireless Earbuds Air
671.06,64,61.95,ElectroTech,Smartphone X214
974.22,57,48.69,OfficePlus,Mouse Compact
860.73,60,51.77,GadgetWorld,Wireless Earbuds Lite
737.59,67,23.17,OfficePlus,Mouse Gaming
666.41,63,67.7,ElectroTech,Smartphone X205
516.63,74,18.83,GadgetWorld,Wireless Earbuds Max
397.21,90,43.4,AudioMasters,Headphones Studio
59.7,88,2.15,OfficePlus,Mouse Wireless
661.53,69,74.23,HomeSystems,"Smart TV 55"""
634.77,58,37.57,HomeSystems,"Smart TV 65"""
403.63,76,21.83,OfficePlus,Mouse Wireless
944.69,53,24.04,HomeSystems,"Smart TV 43"""
365.26,83,21.5,OfficePlus,Mouse Wireless
143.65,97,6.34,GadgetWorld,Wireless Earbuds Max
625.05,67,87.28,ElectroTech,Smartphone X205
798.35,63,68.46,ElectroTech,Smartphone X213
216.81,95,17.08,OfficePlus,Mouse Ergo
678.08,81,13.95,OfficePlus,Mouse Compact
916.63,55,38.54,HomeSystems,"Smart TV 43"""
158.84,85,5.23,AudioMasters,Headphones Elite
259.5,88,22.15,AudioMasters,Headphones Studio
351.76,79,7.97,GadgetWorld,Wireless Earbuds Pro
129.35,91,5.07,OfficePlus,Mouse Compact
102.13,95,8.45,GadgetWorld,Wireless Earbuds Max
947.04,55,23.64,ElectroTech,Smartphone X212
25.81,110,2.5,HomeSystems,"Smart TV 32"""
432.46,65,49.53,HomeSystems,"Smart TV 55"""
801.01,64,22.57,GadgetWorld,Wireless Earbuds Lite
387.53,76,13.52,AudioMasters,Headphones Studio
230.82,82,29.38,OfficePlus,Mouse Ergo
778.0,54,104.07,GadgetWorld,Wireless Earbuds Air
231.83,93,18.21,AudioMasters,Headphones Studio
684.85,63,67.8,HomeSystems,"Smart TV 32"""
1184.85,43,130.57,ElectroTech,Smartphone X208
314.21,88,32.78,AudioMasters,Headphones Elite
295.68,90,38.04,AudioMasters,Headphones Travel
649.47,69,70.39,HomeSystems,"Smart TV 32"""
107.88,111,15.87,AudioMasters,Headphones Elite
447.33,73,45.58,OfficePlus,Mouse Wireless
224.35,83,21.39,AudioMasters,Headphones Elite
611.3,69,81.49,ElectroTech,Smartphone X202
394.32,78,36.81,GadgetWorld,Wireless Earbuds Air
376.62,80,48.33,GadgetWorld,Wireless Earbuds Lite
931.87,47,107.76,ElectroTech,Smartphone X205
436.33,82,32.38,OfficePlus,Mouse Gaming
443.71,94,66.08,OfficePlus,Mouse Gaming
842.97,53,126.14,HomeSystems,"Smart TV 43"""
815.58,65,94.96,HomeSystems,"Smart TV 65"""
514.93,63,12.34,GadgetWorld,Wireless Earbuds Lite
434.41,75,37.89,HomeSystems,"Smart TV 65"""
65.79,103,9.3,AudioMasters,Headphones Studio
752.79,68,58.22,OfficePlus,Mouse Gaming
241.36,86,24.03,OfficePlus,Mouse Compact
876.35,55,31.18,GadgetWorld,Wireless Earbuds Max
251.74,82,30.95,AudioMasters,Headphones Pro
161.82,83,20.3,GadgetWorld,Wireless Earbuds Max
806.71,61,41.19,GadgetWorld,Wireless Earbuds Pro
265.57,85,19.04,HomeSystems,"Smart TV 55"""
786.47,54,77.18,ElectroTech,Smartphone X205
321.81,88,29.54,AudioMasters,Headphones Pro
625.01,69,45.4,OfficePlus,Mouse Ergo
81.71,105,10.49,HomeSystems,"Smart TV 32"""
821.95,54,84.92,GadgetWorld,Wireless Earbuds Lite
666.3,80,48.13,OfficePlus,Mouse Wireless
960.81,61,121.7,HomeSystems,"Smart TV 32"""
874.19,51,49.94,ElectroTech,Smartphone X212
76.63,87,4.26,AudioMasters,Headphones Pro
25.66,96,1.95,HomeSystems,"Smart TV 65"""
958.51,59,109.94,ElectroTech,Smartphone X207
547.02,73,21.82,HomeSystems,"Smart TV 55"""
356.32,80,30.85,AudioMasters,Headphones Pro
387.87,82,19.94,HomeSystems,"Smart TV 50"""
42.99,99,2.7,HomeSystems,"Smart TV 50"""
111.17,95,10.74,OfficePlus,Mouse Compact
511.42,73,44.86,HomeSystems,"Smart TV 50"""
945.02,59,31.01,ElectroTech,Smartphone X209
801.57,63,32.09,HomeSystems,"Smart TV 43"""
426.19,89,9.34,HomeSystems,"Smart TV 65"""
132.94,84,10.4,AudioMasters,Headphones Elite
818.34,54,42.81,ElectroTech,Smartphone X210
257.35,95,10.8,HomeSystems,"Smart TV 43"""
445.96,68,28.1,OfficePlus,Mouse Ergo
575.23,67,83.09,HomeSystems,"Smart TV 50"""
670.43,72,46.62,OfficePlus,Mouse Ergo
239.42,72,5.53,AudioMasters,Headphones Travel
819.5,68,115.98,OfficePlus,Mouse Compact
213.58,88,21.67,AudioMasters,Headphones Travel
737.16,51,98.66,ElectroTech,Smartphone X204
353.84,73,10.02,OfficePlus,Mouse Ergo
883.06,50,63.26,GadgetWorld,Wireless Earbuds Max
380.49,67,35.08,HomeSystems,"Smart TV 32"""
996.67,60,47.1,ElectroTech,Smartphone X207
198.69,98,28.31,GadgetWorld,Wireless Earbuds Air
929.61,44,82.66,ElectroTech,Smartphone X210
190.7,96,18.45,OfficePlus,Mouse Compact
846.56,61,100.76,OfficePlus,Mouse Ergo
243.84,82,30.94,HomeSystems,"Smart TV 43"""
614.38,61,70.99,ElectroTech,Smartphone X211
849.77,40,95.35,ElectroTech,Smartphone X205
812.85,62,42.18,GadgetWorld,Wireless Earbuds Air
98.26,95,11.9,GadgetWorld,Wireless Earbuds Air
878.79,58,51.62,HomeSystems,"Smart TV 50"""
879.07,51,121.86,GadgetWorld,Wireless Earbuds Air
588.44,57,66.82,OfficePlus,Mouse Wireless
797.01,55,66.54,ElectroTech,Smartphone X213
762.82,60,31.83,ElectroTech,Smartphone X214
214.85,78,18.5,OfficePlus,Mouse Compact
787.74,63,23.01,ElectroTech,Smartphone X200
925.87,55,84.61,OfficePlus,Mouse Ergo
651.69,70,97.63,ElectroTech,Smartphone X204
145.67,88,20.42,AudioMasters,Headphones Pro
1060.09,39,43.89,ElectroTech,Smartphone X212
252.77,87,17.54,GadgetWorld,Wireless Earbuds Air
900.73,46,33.79,ElectroTech,Smartphone X209
91.1,106,9.79,HomeSystems,"Smart TV 55"""
833.23,57,65.22,ElectroTech,Smartphone X214
712.88,70,80.57,ElectroTech,Smartphone X208
330.51,71,37.76,OfficePlus,Mouse Ergo
257.86,84,26.8,AudioMasters,Headphones Pro
694.99,56,74.52,GadgetWorld,Wireless Earbuds Pro
22.65,99,1.73,HomeSystems,"Smart TV 32"""
298.65,95,12.55,AudioMasters,Headphones Travel
1141.91,36,36.95,ElectroTech,Smartphone X206
695.68,55,67.05,ElectroTech,Smartphone X205
694.5,60,71.88,ElectroTech,Smartphone X200
221.73,99,32.28,AudioMasters,Headphones Pro
475.22,67,69.98,GadgetWorld,Wireless Earbuds Max
964.66,45,38.82,GadgetWorld,Wireless Earbuds Air
684.55,70,67.45,ElectroTech,Smartphone X202
203.0,86,13.19,HomeSystems,"Smart TV 65"""
125.21,117,4.87,GadgetWorld,Wireless Earbuds Max
738.69,66,75.99,HomeSystems,"Smart TV 50"""
514.66,76,56.93,GadgetWorld,Wireless Earbuds Max
916.4,63,102.9,ElectroTech,Smartphone X214
120.35,72,3.37,GadgetWorld,Wireless Earbuds Pro
174.55,89,9.22,GadgetWorld,Wireless Earbuds Lite
170.35,73,12.73,HomeSystems,"Smart TV 65"""
318.51,83,33.69,AudioMasters,Headphones Pro
713.7,78,28.5,GadgetWorld,Wireless Earbuds Pro
203.6,90,28.14,GadgetWorld,Wireless Earbuds Max
660.62,75,79.68,GadgetWorld,Wireless Earbuds Air
742.48,57,82.39,GadgetWorld,Wireless Earbuds Air
983.03,56,129.6,HomeSystems,"Smart TV 50"""
90.07,103,6.36,OfficePlus,Mouse Gaming
603.45,50,80.49,HomeSystems,"Smart TV 50"""
694.61,79,40.52,HomeSystems,"Smart TV 65"""
919.89,61,90.51,OfficePlus,Mouse Ergo
618.66,58,38.24,ElectroTech,Smartphone X207
786.75,63,70.02,OfficePlus,Mouse Ergo
795.66,74,88.23,ElectroTech,Smartphone X207
919.11,49,129.58,OfficePlus,Mouse Compact
175.71,78,17.23,AudioMasters,Headphones Studio
252.62,89,17.95,AudioMasters,Headphones Studio
656.54,65,49.34,HomeSystems,"Smart TV 65"""
255.51,82,20.94,AudioMasters,Headphones Pro
370.05,105,8.39,AudioMasters,Headphones Elite
838.86,57,122.25,HomeSystems,"Smart TV 32"""
438.37,71,40.23,GadgetWorld,Wireless Earbuds Lite
812.85,52,98.76,HomeSystems,"Smart TV 32"""
359.19,78,15.24,HomeSystems,"Smart TV 50"""
862.47,50,46.15,GadgetWorld,Wireless Earbuds Lite
230.78,78,12.77,OfficePlus,Mouse Gaming
528.27,67,64.07,OfficePlus,Mouse Wireless
244.14,76,23.14,AudioMasters,Headphones Travel
845.18,66,51.36,HomeSystems,"Smart TV 50"""
629.52,75,44.95,HomeSystems,"Smart TV 65"""
231.19,93,29.62,AudioMasters,Headphones Travel
934.12,42,60.6,OfficePlus,Mouse Wireless
127.58,84,7.02,AudioMasters,Headphones Studio
892.13,66,34.88,ElectroTech,Smartphone X210
281.73,96,23.1,OfficePlus,Mouse Compact
687.69,66,61.44,OfficePlus,Mouse Ergo
193.59,105,6.55,AudioMasters,Headphones Elite
68.29,101,2.21,AudioMasters,Headphones Elite
813.22,64,78.07,ElectroTech,Smartphone X200
164.6,84,6.2,AudioMasters,Headphones Elite
286.53,94,26.59,AudioMasters,Headphones Pro
986.65,45,88.17,GadgetWorld,Wireless Earbuds Pro
702.86,64,68.52,GadgetWorld,Wireless Earbuds Pro
272.73,91,32.09,AudioMasters,Headphones Studio
795.81,61,65.13,HomeSystems,"Smart TV 65"""
264.19,90,29.97,GadgetWorld,Wireless Earbuds Max
104.35,91,12.79,AudioMasters,Headphones Pro
420.57,84,53.43,HomeSystems,"Smart TV 43"""
103.03,110,10.4,OfficePlus,Mouse Wireless
343.48,95,49.27,AudioMasters,Headphones Studio
171.84,92,22.4,OfficePlus,Mouse Ergo
292.54,83,6.04,AudioMasters,Headphones Pro
191.09,91,10.93,OfficePlus,Mouse Wireless
107.15,91,2.95,GadgetWorld,Wireless Earbuds Max
434.42,75,40.64,GadgetWorld,Wireless Earbuds Lite
893.46,48,111.24,HomeSystems,"Smart TV 65"""
102.59,101,12.88,OfficePlus,Mouse Compact
581.81,81,28.29,OfficePlus,Mouse Gaming
778.83,59,63.52,ElectroTech,Smartphone X214
912.07,56,93.0,HomeSystems,"Smart TV 43"""
772.68,56,30.5,ElectroTech,Smartphone X205
367.69,83,21.92,AudioMasters,Headphones Studio
1044.06,42,107.33,ElectroTech,Smartphone X212
693.15,61,83.82,GadgetWorld,Wireless Earbuds Air
953.61,59,66.94,GadgetWorld,Wireless Earbuds Air
939.81,48,25.38,OfficePlus,Mouse Gaming
284.4,84,24.6,OfficePlus,Mouse Compact
399.39,70,21.04,GadgetWorld,Wireless Earbuds Air
761.57,55,81.26,GadgetWorld,Wireless Earbuds Lite
1229.78,40,103.22,ElectroTech,Smartphone X210
317.66,86,20.26,GadgetWorld,Wireless Earbuds Pro
664.7,66,86.13,ElectroTech,Smartphone X204
587.9,69,62.59,HomeSystems,"Smart TV 55"""
591.77,70,84.76,HomeSystems,"Smart TV 32"""
868.17,51,66.51,ElectroTech,Smartphone X200
111.65,94,11.05,AudioMasters,Headphones Pro
684.53,72,70.99,ElectroTech,Smartphone X205
605.95,68,50.71,HomeSystems,"Smart TV 55"""
966.74,54,95.26,OfficePlus,Mouse Wireless
293.5,76,27.98,HomeSystems,"Smart TV 32"""
976.06,44,97.72,OfficePlus,Mouse Wireless
353.37,77,30.92,AudioMasters,Headphones Pro
134.27,107,9.11,HomeSystems,"Smart TV 50"""
476.45,65,41.24,HomeSystems,"Smart TV 65"""
330.38,76,17.7,GadgetWorld,Wireless Earbuds Air
687.59,66,80.98,OfficePlus,Mouse Compact
811.22,54,83.25,HomeSystems,"Smart TV 65"""
274.06,92,37.86,HomeSystems,"Smart TV 50"""
599.59,93,39.12,ElectroTech,Smartphone X201
960.58,48,49.33,ElectroTech,Smartphone X200
229.17,78,14.11,AudioMasters,Headphones Studio
632.52,72,33.42,HomeSystems,"Smart TV 50"""
759.2,56,17.21,HomeSystems,"Smart TV 65"""
162.58,90,20.95,HomeSystems,"Smart TV 65"""
716.26,53,15.67,ElectroTech,Smartphone X206
479.92,73,67.29,GadgetWorld,Wireless Earbuds Pro
231.75,85,30.48,AudioMasters,Headphones Pro
504.71,76,42.24,OfficePlus,Mouse Gaming
148.5,102,11.76,HomeSystems,"Smart TV 32"""
52.98,95,5.7,HomeSystems,"Smart TV 50"""
792.79,54,18.04,ElectroTech,Smartphone X201
551.29,72,60.45,HomeSystems,"Smart TV 65"""
422.7,72,38.05,GadgetWorld,Wireless Earbuds Air
347.2,73,46.42,AudioMasters,Headphones Studio
315.2,97,7.06,GadgetWorld,Wireless Earbuds Pro
723.09,56,86.15,HomeSystems,"Smart TV 55"""
188.66,85,11.26,HomeSystems,"Smart TV 50"""
719.3,60,17.05,ElectroTech,Smartphone X207
908.23,57,110.74,GadgetWorld,Wireless Earbuds Lite
869.97,60,27.72,ElectroTech,Smartphone X212
870.61,56,88.82,OfficePlus,Mouse Wireless
427.42,76,29.64,GadgetWorld,Wireless Earbuds Pro
803.59,66,76.73,HomeSystems,"Smart TV 50"""
852.95,57,40.79,ElectroTech,Smartphone X208
541.06,80,19.95,ElectroTech,Smartphone X214
642.43,65,16.23,ElectroTech,Smartphone X201
596.13,81,50.78,GadgetWorld,Wireless Earbuds Air
288.04,83,30.81,AudioMasters,Headphones Elite
201.32,89,29.66,AudioMasters,Headphones Studio
373.25,79,28.35,GadgetWorld,Wireless Earbuds Pro
926.92,43,118.42,ElectroTech,Smartphone X209
116.68,82,11.72,OfficePlus,Mouse Gaming
585.5,80,38.66,HomeSystems,"Smart TV 65"""
729.82,71,84.66,ElectroTech,Smartphone X211
719.19,45,14.72,GadgetWorld,Wireless Earbuds Lite
429.04,93,25.18,OfficePlus,Mouse Gaming
941.51,54,71.11,OfficePlus,Mouse Compact
702.58,73,52.66,ElectroTech,Smartphone X206
705.49,58,52.09,ElectroTech,Smartphone X205
717.82,51,68.48,OfficePlus,Mouse Gaming
370.98,89,55.56,AudioMasters,Headphones Studio
969.14,61,76.77,GadgetWorld,Wireless Earbuds Lite
586.76,58,64.31,GadgetWorld,Wireless Earbuds Max
75.32,93,9.2,AudioMasters,Headphones Elite
358.05,91,48.48,AudioMasters,Headphones Studio
177.76,91,24.46,AudioMasters,Headphones Elite
503.63,75,21.75,HomeSystems,"Smart TV 50"""
326.0,77,36.53,AudioMasters,Headphones Pro
210.27,103,7.77,OfficePlus,Mouse Ergo
689.88,67,71.77,ElectroTech,Smartphone X204
515.23,74,53.69,GadgetWorld,Wireless Earbuds Air
685.57,92,31.15,ElectroTech,Smartphone X205
64.69,109,2.78,AudioMasters,Headphones Pro
90.97,86,5.31,OfficePlus,Mouse Wireless
105.05,96,10.88,AudioMasters,Headphones Pro
750.82,57,35.05,HomeSystems,"Smart TV 55"""
849.98,53,58.59,HomeSystems,"Smart TV 50"""
725.78,76,59.04,ElectroTech,Smartphone X213
466.83,82,30.24,HomeSystems,"Smart TV 43"""
281.32,83,31.82,GadgetWorld,Wireless Earbuds Max
554.65,72,37.79,ElectroTech,Smartphone X214
759.63,53,105.2,ElectroTech,Smartphone X207
786.6,70,79.45,ElectroTech,Smartphone X206
912.14,54,56.99,HomeSystems,"Smart TV 50"""
706.12,58,82.76,ElectroTech,Smartphone X202
614.4,70,20.57,OfficePlus,Mouse Gaming
800.77,65,78.49,HomeSystems,"Smart TV 55"""
752.23,65,60.28,GadgetWorld,Wireless Earbuds Max
73.08,77,6.51,AudioMasters,Headphones Studio
884.08,42,91.19,OfficePlus,Mouse Wireless
877.55,52,106.56,ElectroTech,Smartphone X209
669.94,53,88.41,ElectroTech,Smartphone X211
590.9,83,17.27,GadgetWorld,Wireless Earbuds Air
763.62,45,109.89,OfficePlus,Mouse Compact
165.72,93,5.26,AudioMasters,Headphones Elite
73.24,91,3.09,AudioMasters,Headphones Studio
504.7,72,23.96,OfficePlus,Mouse Ergo
656.52,64,19.37,HomeSystems,"Smart TV 50"""
520.47,75,11.01,ElectroTech,Smartphone X211
323.84,79,17.07,OfficePlus,Mouse Compact
240.38,87,13.29,GadgetWorld,Wireless Earbuds Max
150.5,89,6.6,AudioMasters,Headphones Travel
684.31,56,56.13,GadgetWorld,Wireless Earbuds Pro
880.28,57,72.75,HomeSystems,"Smart TV 55"""
505.64,70,11.29,GadgetWorld,Wireless Earbuds Pro
69.85,92,6.52,AudioMasters,Headphones Pro
655.77,73,87.38,GadgetWorld,Wireless Earbuds Air
756.84,59,28.92,OfficePlus,Mouse Ergo
375.18,70,50.15,AudioMasters,Headphones Elite
151.76,97,15.16,AudioMasters,Headphones Pro
252.69,85,25.33,AudioMasters,Headphones Pro
850.62,72,93.71,GadgetWorld,Wireless Earbuds Max
108.77,94,8.11,AudioMasters,Headphones Studio
304.98,84,33.36,GadgetWorld,Wireless Earbuds Max
404.6,75,27.15,HomeSystems,"Smart TV 65"""
260.01,88,11.31,AudioMasters,Headphones Elite
835.88,64,94.39,OfficePlus,Mouse Gaming
156.4,85,3.2,OfficePlus,Mouse Ergo
918.22,41,105.23,ElectroTech,Smartphone X210
296.85,106,27.84,AudioMasters,Headphones Studio
658.96,55,92.39,ElectroTech,Smartphone X210
741.87,56,91.87,ElectroTech,Smartphone X212
956.0,62,43.11,GadgetWorld,Wireless Earbuds Lite
217.26,85,24.89,AudioMasters,Headphones Travel
182.43,76,26.94,GadgetWorld,Wireless Earbuds Air
668.94,68,23.48,GadgetWorld,Wireless Earbuds Air
899.93,52,46.38,GadgetWorld,Wireless Earbuds Lite
178.02,86,25.54,AudioMasters,Headphones Studio
143.75,82,18.78,AudioMasters,Headphones Pro
805.95,62,18.74,ElectroTech,Smartphone X214
859.44,64,71.05,GadgetWorld,Wireless Earbuds Pro
854.12,60,60.82,ElectroTech,Smartphone X204
588.02,81,78.81,OfficePlus,Mouse Compact
659.44,62,75.31,ElectroTech,Smartphone X205
297.65,63,25.25,GadgetWorld,Wireless Earbuds Pro
977.3,46,113.53,OfficePlus,Mouse Wireless
975.18,67,34.41,ElectroTech,Smartphone X200
751.31,70,80.26,ElectroTech,Smartphone X205
222.84,88,13.5,AudioMasters,Headphones Pro
675.94,76,69.11,HomeSystems,"Smart TV 32"""
882.3,61,60.87,ElectroTech,Smartphone X212
678.03,70,35.81,GadgetWorld,Wireless Earbuds Pro
603.3,53,63.66,HomeSystems,"Smart TV 43"""
781.06,58,48.24,HomeSystems,"Smart TV 43"""
949.89,44,97.47,OfficePlus,Mouse Gaming
222.92,111,6.06,AudioMasters,Headphones Pro
517.06,65,33.4,GadgetWorld,Wireless Earbuds Lite
78.68,97,11.41,HomeSystems,"Smart TV 65"""
502.16,83,60.44,ElectroTech,Smartphone X214
115.22,99,4.29,OfficePlus,Mouse Gaming
387.47,89,39.27,GadgetWorld,Wireless Earbuds Pro
714.55,72,26.78,HomeSystems,"Smart TV 65"""
352.74,82,12.01,GadgetWorld,Wireless Earbuds Max
995.88,56,24.93,ElectroTech,Smartphone X201
732.41,69,109.8,GadgetWorld,Wireless Earbuds Lite
417.0,64,60.49,OfficePlus,Mouse Compact
417.05,81,19.76,HomeSystems,"Smart TV 55"""
336.73,94,10.23,AudioMasters,Headphones Elite
169.83,83,4.86,HomeSystems,"Smart TV 55"""
1187.9,44,145.73,ElectroTech,Smartphone X202
484.33,86,35.79,OfficePlus,Mouse Wireless
658.29,53,30.49,HomeSystems,"Smart TV 65"""
275.05,84,22.13,AudioMasters,Headphones Pro
585.54,81,78.16,GadgetWorld,Wireless Earbuds Pro
